"type","crop","key","english","hindi_draft","source","needs_review","hindi_corrected","reviewer","notes"
"treatment_advice","sugarcane","Yellow_Leaf","Yellow leaf disease causes yellowing of the leaf midrib, spread through infected setts and aphids, and can severely reduce cane and juice yield. Use virus-free planting material from tissue culture, grow tolerant varieties, and rogue infected plants. There is no direct chemical cure — control aphid vectors and rely on clean seed.","पीली पत्ती रोग में पत्ती की बीच वाली मोटी नस (मध्यशिरा) पीली पड़ जाती है; यह संक्रमित सेट और माहू से फैलता है और गन्ने व रस की उपज बहुत घटा सकता है। ऊतक संवर्धन (टिशू कल्चर) से बनी विषाणुमुक्त बीज सामग्री लें, सहनशील किस्में उगाएँ और संक्रमित पौधे उखाड़ दें। इसका सीधा रासायनिक इलाज नहीं है — माहू को नियंत्रित करें और साफ़ बीज पर भरोसा करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","sugarcane","smut","Smut produces a distinctive black whip-like structure from the growing point, spread by airborne spores and infected setts. Grow resistant varieties, promptly rogue and destroy (bag and burn) smut whips before they release spores, and use disease-free seed. Dip setts in 0.1% propiconazole or triadimefon for 15-20 minutes before planting, and spray propiconazole 0.1% if symptoms appear.","कंडुआ (स्मट) रोग में बढ़ते सिरे से काली चाबुक जैसी संरचना निकलती है; यह हवा से उड़ने वाले बीजाणुओं और संक्रमित सेट से फैलता है। रोगरोधी किस्में उगाएँ, कंडुए के चाबुक बीजाणु झड़ने से पहले ही तुरंत निकालकर नष्ट करें (थैले में बंद करके जला दें) और रोगमुक्त बीज लें। बुवाई से पहले सेट को 0.1% propiconazole या triadimefon में 15-20 मिनट डुबोएँ, और लक्षण दिखें तो propiconazole 0.1% का छिड़काव करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","potato","Early_blight","Early blight causes brown spots with target-like concentric rings on older leaves, often on stressed or aging plants. Use healthy seed tubers, rotate crops, and avoid overhead irrigation. Spray mancozeb 75% WP 0.25% starting at 40-45 days, alternating with propiconazole 0.05-0.1% if disease is active, every 8-10 days.","अगेती झुलसा में पुरानी पत्तियों पर निशाने (टारगेट) जैसे गोल छल्लों वाले भूरे धब्बे बनते हैं, अक्सर तनावग्रस्त या पुराने होते पौधों पर। स्वस्थ बीज कंद लें, फसल चक्र अपनाएँ और ऊपर से (फव्वारे से) सिंचाई से बचें। 40-45 दिन से शुरू करके mancozeb 75% WP 0.25% का छिड़काव करें, और रोग सक्रिय हो तो propiconazole 0.05-0.1% के साथ बारी-बारी से, हर 8-10 दिन पर।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","potato","Late_blight","Late blight is the most destructive potato disease, causing rapidly spreading dark water-soaked blotches that can destroy a crop within days. Use healthy seed tubers, resistant varieties, and avoid overhead irrigation. Spray mancozeb 0.2% preventively at canopy closure, then switch to systemic combinations (cymoxanil+mancozeb, or dimethomorph+mancozeb) every 7-10 days once humid conditions favor disease — start protectant sprays before symptoms appear.","पछेती झुलसा आलू का सबसे विनाशकारी रोग है; इसमें पानी से भीगे जैसे गहरे धब्बे तेज़ी से फैलते हैं और कुछ ही दिनों में फसल नष्ट कर सकते हैं। स्वस्थ बीज कंद और रोगरोधी किस्में लें, और ऊपर से (फव्वारे से) सिंचाई से बचें। पौधों की छतरी मिलने पर बचाव के लिए mancozeb 0.2% का छिड़काव करें, फिर नम मौसम में रोग के अनुकूल हालात बनते ही हर 7-10 दिन पर सर्वांगी मिश्रण (cymoxanil+mancozeb, या dimethomorph+mancozeb) पर जाएँ — बचाव वाले छिड़काव लक्षण दिखने से पहले ही शुरू करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","potato","healthy","Your potato leaf appears healthy. No disease symptoms detected. Continue proper earthing-up, balanced nutrition, and routine monitoring for blight, especially in cool, humid weather.","आपकी आलू की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। सही मिट्टी चढ़ाना, संतुलित पोषण और झुलसा की नियमित निगरानी जारी रखें, खासकर ठंडे, नम मौसम में।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","maize","Blight","Northern leaf blight causes large cigar-shaped tan-grey lesions, favored by humid conditions. Grow resistant hybrids, rotate crops, and destroy infected residue. Spray mancozeb 75 WP 2.5 g/L preventively at 40-45 days in prone areas, or azoxystrobin+difenoconazole at first symptoms.","उत्तरी पत्ती झुलसा (नॉर्दर्न लीफ ब्लाइट) में सिगार के आकार के बड़े, भूरे-स्लेटी धब्बे बनते हैं; नम मौसम में यह बढ़ता है। रोगरोधी संकर (हाइब्रिड) किस्में उगाएँ, फसल चक्र अपनाएँ और संक्रमित अवशेष नष्ट करें। जिन क्षेत्रों में रोग आम है वहाँ 40-45 दिन पर बचाव के लिए mancozeb 75 WP 2.5 g/L का छिड़काव करें, या पहले लक्षण पर azoxystrobin+difenoconazole का।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","maize","Common_Rust","Common rust produces small, powdery, cinnamon-brown pustules on leaves. Resistant hybrids are the main control — avoid late planting and maintain balanced nutrition. If needed, spray tebuconazole 0.1% at first appearance, around 35 days after sowing.","रतुआ (कॉमन रस्ट) में पत्तियों पर छोटे, पाउडर जैसे, दालचीनी-भूरे फफोले बनते हैं। रोगरोधी संकर किस्में ही मुख्य नियंत्रण हैं — देर से बुवाई न करें और संतुलित पोषण दें। ज़रूरत हो तो पहली बार दिखते ही, बुवाई के लगभग 35 दिन बाद, tebuconazole 0.1% का छिड़काव करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","maize","Gray_Leaf_Spot","Gray leaf spot causes long, narrow, rectangular tan-to-gray lesions bounded by leaf veins, worse in warm, humid, continuous-maize fields. Grow resistant hybrids and rotate away from maize, deep-ploughing to bury residue. Spray mancozeb 2 g/L or propiconazole 0.1% at first appearance, repeating every ~15 days if severe.","स्लेटी पत्ती धब्बा (ग्रे लीफ स्पॉट) में पत्ती की नसों के बीच लंबे, पतले, आयताकार भूरे से स्लेटी धब्बे बनते हैं; गर्म, नम मौसम और लगातार मक्का बोए जाने वाले खेतों में यह ज़्यादा होता है। रोगरोधी संकर किस्में उगाएँ, मक्का के बाद दूसरी फसल लें और अवशेष दबाने के लिए गहरी जुताई करें। पहली बार दिखते ही mancozeb 2 g/L या propiconazole 0.1% का छिड़काव करें, और रोग गंभीर हो तो लगभग हर 15 दिन पर दोहराएँ।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","maize","Healthy","Your maize leaf appears healthy. No disease symptoms detected. Continue growing resistant hybrids, balanced nutrition, crop rotation, and routine field monitoring.","आपकी मक्के की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। रोगरोधी संकर किस्में, संतुलित पोषण, फसल चक्र और खेत की नियमित निगरानी जारी रखें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","pigeonpea","Healthy","Your pigeonpea leaf appears healthy. No disease symptoms detected. Continue growing resistant varieties, monitoring for mites and webbers, and routine field inspection.","आपकी अरहर की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। रोगरोधी किस्में उगाते रहें, माइट (बरूथी) और पत्ती लपेटक कीट पर नज़र रखें और खेत का नियमित निरीक्षण करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","pigeonpea","Leaf_Spot","Leaf spot causes grey-brown necrotic spots with reddish margins that coalesce, worse in cool, humid weather. Use disease-free seed, rotate crops, and avoid planting near perennial pigeonpea. Treat seed with captan or thiram (2 g/kg) before sowing, and spray carbendazim+mancozeb 0.2% or propiconazole 0.1% at first symptoms, repeating after 10-15 days.","पत्ती धब्बा रोग में लाल किनारों वाले स्लेटी-भूरे सूखे धब्बे बनते हैं जो आपस में मिल जाते हैं; ठंडे, नम मौसम में यह बढ़ता है। रोगमुक्त बीज लें, फसल चक्र अपनाएँ और बहुवर्षीय अरहर के पास बुवाई न करें। बुवाई से पहले बीज को captan या thiram (2 g/kg) से उपचारित करें, और पहले लक्षण पर carbendazim+mancozeb 0.2% या propiconazole 0.1% का छिड़काव करें, 10-15 दिन बाद दोहराएँ।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","pigeonpea","Leaf_webber","Leaf webber caterpillars web together leaflets and feed from inside, mostly during vegetative and flowering stages. Monitor fields regularly and remove/destroy webbed shoots. Since larvae are protected inside webs, use spinosad, chlorantraniliprole, or indoxacarb at first sign of webbing — contact insecticides work poorly against protected larvae.","पत्ती लपेटक (लीफ वेबर) की सुंडियाँ पत्तियों को जाले से आपस में जोड़कर अंदर से खाती हैं, ज़्यादातर बढ़वार और फूल आने के समय। खेत की नियमित निगरानी करें और जाले वाली टहनियाँ तोड़कर नष्ट करें। सुंडियाँ जाले के अंदर सुरक्षित रहती हैं, इसलिए जाला दिखते ही spinosad, chlorantraniliprole या indoxacarb का प्रयोग करें — स्पर्श (कॉन्टैक्ट) कीटनाशक छिपी सुंडियों पर ठीक से असर नहीं करते।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","pigeonpea","Sterilic_mosaic","Sterility mosaic ('green plague') causes bushy, pale plants with little to no pod formation, transmitted by tiny mites. There is no cure once infected — grow resistant varieties, rogue infected plants within the first ~40 days, and avoid ratoon pigeonpea near new crops. Seed treatment with imidacloprid plus foliar miticide sprays (fenazaquin or fenpyroximate) at 25, 40, and 55 days after sowing helps control the mite vector.","बाँझपन मोज़ेक ('हरा प्लेग') में पौधे झाड़ीदार और फीके हो जाते हैं और फलियाँ बहुत कम या बिल्कुल नहीं लगतीं; यह बहुत छोटी माइट (बरूथी) से फैलता है। संक्रमण के बाद इसका कोई इलाज नहीं — रोगरोधी किस्में उगाएँ, पहले लगभग 40 दिनों में संक्रमित पौधे उखाड़ दें और नई फसल के पास पेड़ी वाली अरहर न रखें। imidacloprid से बीज उपचार और बुवाई के 25, 40 और 55 दिन बाद माइटनाशक (fenazaquin या fenpyroximate) का छिड़काव माइट को नियंत्रित करने में मदद करता है।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","groundnut","Alternaria_Leaf_Spot","Alternaria leaf spot causes small brown, irregular spots with a yellow halo that merge and blight the leaf, mostly late in the season. Remove and burn crop debris after harvest and avoid dense planting. Spray mancozeb (3 g/L) at first symptoms; where the disease is severe, two sprays of hexaconazole or difenoconazole (0.025%, about 0.5 ml/L) around 60 and 70 days after sowing give the best control.","आल्टरनेरिया पत्ती धब्बा में पीले घेरे वाले छोटे, भूरे, अनियमित धब्बे बनते हैं जो मिलकर पत्ती को झुलसा देते हैं, ज़्यादातर मौसम के आख़िर में। कटाई के बाद फसल अवशेष इकट्ठा करके जला दें और बहुत घनी बुवाई न करें। पहले लक्षण पर mancozeb (3 g/L) का छिड़काव करें; जहाँ रोग गंभीर हो वहाँ बुवाई के लगभग 60 और 70 दिन बाद hexaconazole या difenoconazole (0.025%, लगभग 0.5 ml/L) के दो छिड़काव सबसे अच्छा नियंत्रण देते हैं।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","groundnut","Healthy","Your groundnut leaf appears healthy. No disease symptoms detected. Continue balanced fertilization (including gypsum at pegging), timely irrigation, and weekly scouting for leaf spots and rust.","आपकी मूंगफली की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। संतुलित खाद (खूँटी बनते समय जिप्सम सहित), समय पर सिंचाई और पत्ती धब्बा व रतुआ के लिए हर हफ़्ते निरीक्षण जारी रखें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","groundnut","Leaf_Spot","Early and late leaf spot (tikka) cause brown to black circular spots, often with a yellow halo, and heavy leaf drop; together with rust they can halve pod yield. Rotate with cereals, deep-plough to bury infected debris, and avoid excess plant density. Spray carbendazim (100 g) + mancozeb (400 g) per acre, or chlorothalonil (400 g per acre) or tebuconazole 0.1%, at first symptoms and repeat after 15 days.","अगेती और पछेती पत्ती धब्बा (टिक्का रोग) में भूरे से काले गोल धब्बे बनते हैं, अक्सर पीले घेरे के साथ, और पत्तियाँ बहुत झड़ती हैं; रतुआ के साथ मिलकर ये फलियों की उपज आधी कर सकते हैं। अनाज वाली फसलों के साथ फसल चक्र अपनाएँ, संक्रमित अवशेष दबाने के लिए गहरी जुताई करें और पौधों की अधिक संख्या से बचें। पहले लक्षण पर प्रति एकड़ carbendazim (100 g) + mancozeb (400 g), या chlorothalonil (400 g प्रति एकड़) या tebuconazole 0.1% का छिड़काव करें और 15 दिन बाद दोहराएँ।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","groundnut","Nutrition_Deficiency","Pale yellow leaves with green veins on young growth usually mean iron (lime-induced) chlorosis, common on calcareous or alkaline soils. Spray ferrous sulphate 0.5% (5 g/L) with citric acid 0.1% (1 g/L) two to three times at 10-15 day intervals starting about 30 days after emergence. Uniform yellowing of older leaves points instead to nitrogen or sulphur shortage - get a soil test before adding fertilizer.","नई पत्तियाँ हल्की पीली हों और नसें हरी रहें, तो आमतौर पर यह चूने के कारण लोहे (आयरन) की कमी से होने वाला पीलापन है, जो चूनेदार या क्षारीय मिट्टी में आम है। अंकुरण के लगभग 30 दिन बाद से 10-15 दिन के अंतर पर दो से तीन बार ferrous sulphate 0.5% (5 g/L) के साथ citric acid 0.1% (1 g/L) का छिड़काव करें। अगर पुरानी पत्तियाँ एक समान पीली हों तो यह नाइट्रोजन या गंधक (सल्फ़र) की कमी का संकेत है — खाद डालने से पहले मिट्टी की जाँच कराएँ।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","groundnut","Rosette","Rosette-type symptoms (stunted, bushy plants with small, mottled or chlorotic leaflets) are caused by aphid- or thrips-transmitted viruses and cannot be cured. Pull out and destroy affected plants early, sow early at the recommended close spacing, and control the vector with an imidacloprid seed treatment or a dimethoate spray. Grow tolerant varieties. Have a local plant-protection officer confirm the virus, since several viruses give similar symptoms in India.","रोज़ेट जैसे लक्षण (बौने, झाड़ीदार पौधे, छोटी चितकबरी या पीली पत्तियाँ) माहू या थ्रिप्स से फैलने वाले विषाणुओं से होते हैं और इनका इलाज नहीं है। प्रभावित पौधे जल्दी उखाड़कर नष्ट करें, अनुशंसित कम दूरी पर जल्दी बुवाई करें, और imidacloprid से बीज उपचार या dimethoate के छिड़काव से रोगवाहक कीटों को नियंत्रित करें। सहनशील किस्में उगाएँ। स्थानीय पौध संरक्षण अधिकारी से विषाणु की पुष्टि कराएँ, क्योंकि भारत में कई विषाणु मिलते-जुलते लक्षण देते हैं।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","groundnut","Rust","Rust shows orange-brown powdery pustules on the underside of leaves, causing early leaf drop; combined with leaf spot it can cut pod yield by over 70%. Destroy volunteer groundnut plants that carry rust between seasons. Spray chlorothalonil or mancozeb, or hexaconazole / propiconazole (0.1%), at first appearance and repeat after 15 days; a 2-5% neem leaf extract spray is a low-cost option in light infections.","रतुआ (गेरुई) में पत्तियों की निचली सतह पर नारंगी-भूरे पाउडर जैसे फफोले बनते हैं और पत्तियाँ जल्दी झड़ जाती हैं; पत्ती धब्बे के साथ मिलकर यह फलियों की उपज 70% से अधिक घटा सकता है। मौसमों के बीच रतुआ को बचाए रखने वाले अपने-आप उगे मूंगफली के पौधे नष्ट करें। पहली बार दिखते ही chlorothalonil या mancozeb, या hexaconazole / propiconazole (0.1%) का छिड़काव करें और 15 दिन बाद दोहराएँ; हल्के संक्रमण में 2-5% नीम पत्ती अर्क का छिड़काव सस्ता विकल्प है।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","blackgram","Anthracnose","Anthracnose causes dark brown, sunken spots with darker margins on leaves, stems and pods, and can cause shot-holes and defoliation in wet weather. Use healthy seed, treat seed with carbendazim (2 g/kg), and remove crop debris. Spray carbendazim 0.1% (1 g/L) or mancozeb 0.2% (2 g/L) at first symptoms, repeating after 10-15 days if rain continues.","एन्थ्रेक्नोज़ में पत्तियों, तनों और फलियों पर गहरे किनारों वाले गहरे भूरे, धँसे हुए धब्बे बनते हैं, और गीले मौसम में पत्तियों में छेद होकर वे झड़ सकती हैं। स्वस्थ बीज लें, बीज को carbendazim (2 g/kg) से उपचारित करें और फसल अवशेष हटा दें। पहले लक्षण पर carbendazim 0.1% (1 g/L) या mancozeb 0.2% (2 g/L) का छिड़काव करें, और बारिश जारी रहे तो 10-15 दिन बाद दोहराएँ।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","blackgram","Healthy","Your blackgram leaf appears healthy. No disease symptoms detected. Keep monitoring for whiteflies (they spread yellow mosaic) and for powdery patches during dry, cool spells.","आपकी उड़द की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। सफ़ेद मक्खी (जो पीला मोज़ेक फैलाती है) पर और सूखे, ठंडे मौसम में पाउडर जैसे धब्बों पर नज़र रखते रहें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","blackgram","Leaf_Crinkle","Urdbean leaf crinkle is a seed-borne virus that makes leaves enlarged, thick and crinkled, and plants give few pods; losses of 35-81% are reported. There is no cure. Sow certified, virus-free seed, pull out infected plants as soon as they appear, and control insect vectors (aphids, whiteflies) with an imidacloprid seed treatment and spray.","उड़द का पत्ती मरोड़ (लीफ क्रिंकल) बीज से फैलने वाला विषाणु रोग है जिसमें पत्तियाँ बड़ी, मोटी और सिकुड़ी हुई हो जाती हैं और पौधों पर बहुत कम फलियाँ लगती हैं; 35-81% तक नुकसान दर्ज किया गया है। इसका कोई इलाज नहीं है। प्रमाणित, विषाणुमुक्त बीज बोएँ, संक्रमित पौधे दिखते ही उखाड़ दें, और imidacloprid से बीज उपचार व छिड़काव करके रोगवाहक कीटों (माहू, सफ़ेद मक्खी) को नियंत्रित करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","blackgram","Powdery_Mildew","Powdery mildew forms white powdery patches on leaves that later dry and fall. Spray wettable sulphur 0.25% (2.5 g/L) or carbendazim 0.1% (1 g/L) at first appearance and repeat after 10-15 days. A Bacillus subtilis spray (6 g/L) and resistant varieties are effective non-chemical options.","चूर्णिल आसिता (पाउडरी मिल्ड्यू) में पत्तियों पर सफ़ेद पाउडर जैसे धब्बे बनते हैं, जो बाद में सूखकर गिर जाते हैं। पहली बार दिखते ही wettable sulphur 0.25% (2.5 g/L) या carbendazim 0.1% (1 g/L) का छिड़काव करें और 10-15 दिन बाद दोहराएँ। Bacillus subtilis का छिड़काव (6 g/L) और रोगरोधी किस्में असरदार गैर-रासायनिक विकल्प हैं।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","blackgram","Yellow_Mosaic","Yellow mosaic is a whitefly-transmitted virus (MYMV) that causes bright yellow and green patches on leaves and can destroy 30-80% of the crop. There is no cure - remove infected plants early and control whiteflies. Treat seed with imidacloprid 600 FS (5 ml/kg) and spray imidacloprid 17.8 SL (0.5 ml/L) or thiamethoxam 25 WG (0.4 g/L) twice; use yellow sticky traps and grow YMV-resistant varieties.","पीला मोज़ेक सफ़ेद मक्खी से फैलने वाला विषाणु रोग (MYMV) है जिसमें पत्तियों पर चमकीले पीले और हरे चकत्ते बनते हैं; यह 30-80% फसल नष्ट कर सकता है। इसका कोई इलाज नहीं — संक्रमित पौधे जल्दी उखाड़ दें और सफ़ेद मक्खी को नियंत्रित करें। बीज को imidacloprid 600 FS (5 ml/kg) से उपचारित करें और imidacloprid 17.8 SL (0.5 ml/L) या thiamethoxam 25 WG (0.4 g/L) का दो बार छिड़काव करें; पीले चिपचिपे ट्रैप लगाएँ और YMV-रोधी किस्में उगाएँ।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","apple","Alternaria_Leaf_Blotch","Alternaria leaf blotch causes brown circular blotches that merge, followed by heavy premature leaf fall in the rainy season; it is now a major disease in Kashmir orchards. Collect and destroy fallen leaves, prune for good air flow, and avoid overhead irrigation. Follow the SKUAST spray schedule - hexaconazole 5 EC (1 ml/L) or carbendazim 25% + mancozeb 50% WS (2.5 g/L) at 15-20 day intervals from early summer.","आल्टरनेरिया पत्ती धब्बा (लीफ ब्लॉच) में भूरे गोल धब्बे बनते हैं जो आपस में मिल जाते हैं, और बरसात में पत्तियाँ समय से पहले भारी मात्रा में झड़ती हैं; अब यह कश्मीर के बागों का एक प्रमुख रोग है। गिरी हुई पत्तियाँ इकट्ठा करके नष्ट करें, हवा के अच्छे आवागमन के लिए छँटाई करें और ऊपर से सिंचाई से बचें। SKUAST की छिड़काव सारणी अपनाएँ — गर्मियों की शुरुआत से 15-20 दिन के अंतर पर hexaconazole 5 EC (1 ml/L) या carbendazim 25% + mancozeb 50% WS (2.5 g/L)।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","apple","Healthy","Your apple leaf appears healthy. No disease symptoms detected. Keep following the recommended orchard spray schedule and remove fallen leaves to reduce scab and blotch inoculum.","आपकी सेब की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। बाग के लिए अनुशंसित छिड़काव सारणी का पालन करते रहें और स्कैब व धब्बा रोगों का स्रोत घटाने के लिए गिरी पत्तियाँ हटाते रहें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","apple","Mosaic","Apple mosaic is a virus spread through infected budwood and rootstocks, causing pale yellow to cream patches and bands on leaves; yield losses of 30-50% are reported on susceptible cultivars. It cannot be cured by spraying. Use certified virus-free planting material, never take budwood or scions from affected trees, and replace severely affected, low-yielding trees.","सेब मोज़ेक एक विषाणु रोग है जो संक्रमित कलम (बडवुड) और मूलवृंत (रूटस्टॉक) से फैलता है; इसमें पत्तियों पर हल्के पीले से क्रीम रंग के चकत्ते और पट्टियाँ बनती हैं, और संवेदनशील किस्मों में 30-50% उपज हानि दर्ज की गई है। छिड़काव से इसका इलाज नहीं हो सकता। प्रमाणित विषाणुमुक्त पौध सामग्री लें, प्रभावित पेड़ों से कभी कलम या सायन न लें, और बहुत प्रभावित, कम उपज वाले पेड़ बदल दें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","banana","Bract_Mosaic_Virus","Banana bract mosaic is an aphid-transmitted virus causing spindle-shaped streaks on leaves, pseudostem and bracts; average bunch weight losses of about 30% (up to 70%) are reported in India. There is no cure. Uproot and destroy infected plants, use virus-free tissue-culture plants, and control aphids.","केले का ब्रैक्ट मोज़ेक माहू से फैलने वाला विषाणु रोग है जिसमें पत्तियों, आभासी तने (स्यूडोस्टेम) और ब्रैक्ट पर तकली के आकार की धारियाँ बनती हैं; भारत में घौद के वज़न में औसतन लगभग 30% (70% तक) नुकसान दर्ज किया गया है। इसका कोई इलाज नहीं है। संक्रमित पौधे उखाड़कर नष्ट करें, विषाणुमुक्त टिशू कल्चर पौधे लगाएँ और माहू को नियंत्रित करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","banana","Healthy","Your banana leaf appears healthy. No disease symptoms detected. Continue removing old spotted leaves, balanced fertilization, and regular scouting for Sigatoka streaks.","आपकी केले की पत्ती स्वस्थ दिख रही है। रोग के कोई लक्षण नहीं मिले। पुरानी धब्बेदार पत्तियाँ हटाते रहें, संतुलित खाद दें और सिगाटोका की धारियों के लिए नियमित निरीक्षण करें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","banana","Insect_Pest","Insect feeding damage is visible on the leaf. Identify the pest (caterpillars, thrips, aphids or beetles) before spraying. Remove heavily damaged leaves, keep the plantation weed-free, and use neem oil (3-5 ml/L) for light infestations; consult your local agriculture officer for a pest-specific insecticide if damage spreads.","पत्ती पर कीटों के खाने से हुआ नुकसान दिख रहा है। छिड़काव से पहले कीट की पहचान करें (सुंडी, थ्रिप्स, माहू या भृंग)। बहुत नुकसान वाली पत्तियाँ हटा दें, बाग को खरपतवार-मुक्त रखें और हल्के प्रकोप में neem oil (3-5 ml/L) का प्रयोग करें; नुकसान फैले तो कीट के हिसाब से कीटनाशक के लिए अपने स्थानीय कृषि अधिकारी से सलाह लें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","banana","Moko_Wilt","Moko is a bacterial wilt (Ralstonia) causing yellowing and wilting of leaves, and internal brown discoloration of the fruit and pseudostem. There is no chemical cure. Destroy the whole affected mat, disinfect tools with bleach between plants, remove male buds with a forked stick, and never take suckers from affected fields.","मोको एक जीवाणु उकठा (Ralstonia) रोग है जिसमें पत्तियाँ पीली पड़कर मुरझा जाती हैं, और फल व आभासी तने के अंदर भूरा रंग आ जाता है। इसका कोई रासायनिक इलाज नहीं है। पूरे प्रभावित थान को नष्ट करें, हर पौधे के बाद औज़ारों को ब्लीच से कीटाणुरहित करें, नर फूल (नर कली) को दोमुँही लकड़ी से तोड़ें, और प्रभावित खेतों से कभी पुत्तियाँ (सकर) न लें।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
"treatment_advice","banana","Panama_Wilt","Panama wilt (Fusarium wilt) is a soil-borne fungus causing yellowing of older leaves, splitting of the pseudostem base and plant death. There is no reliable cure. Remove and destroy affected plants, do not move soil or suckers from infected fields, improve drainage, and replant with resistant cultivars. Report any wilting on Cavendish/Grand Naine immediately - it may be the TR4 strain.","पनामा उकठा (फ्यूज़ेरियम विल्ट) मिट्टी से फैलने वाला फफूंद रोग है जिसमें पुरानी पत्तियाँ पीली पड़ती हैं, आभासी तने का आधार फट जाता है और पौधा मर जाता है। इसका कोई भरोसेमंद इलाज नहीं है। प्रभावित पौधे निकालकर नष्ट करें, संक्रमित खेतों की मिट्टी या पुत्तियाँ कहीं न ले जाएँ, जल निकासी सुधारें और रोगरोधी किस्में दोबारा लगाएँ। Cavendish/Grand Naine में कोई भी मुरझान दिखे तो तुरंत सूचना दें — यह TR4 स्ट्रेन हो सकता है।","Drafted in Hindi by Claude (AI) from treatmentMap.js on 2026-09-26; chemical names and doses copied unchanged","true","","",""
